Uniprot,Cluster Number,Start Pos,End Pos
Q8NE09,18,248,283
Q9NW68,18,201,236
Q16594,18,229,264
Q16352,18,435,471
P53805,18,216,252
P09661,18,219,255
O75717,18,349,386
Q86UA1,18,598,635
Q9NU22,18,3542,3579
Q5TH69,18,1842,1879
Q6ZU65,18,563,600
Q8IWS0,18,327,365
O15033,18,310,348
Q9Y5J1,18,187,225
Q7Z478,18,492,530
Q9H2P0,18,723,761
Q8IYL3,18,205,243
Q9H792,18,928,967
P61978,18,0,39
Q96GQ7,18,41,80
Q0ZGT2,18,548,587
Q9UKX2,18,1882,1921
Q9Y5J1,18,108,148
Q8TEB1,18,0,40
Q15109,18,364,404
Q9NSI8,18,79,119
Q9HC10,18,1287,1327
Q9UPN9,18,1086,1127
Q13769,18,296,337
O95785,18,543,584
Q8NI51,18,212,254
Q96A19,18,508,550
Q5FYB1,18,504,546
Q7KZ85,18,477,520
O60942,18,180,223
Q9H444,18,181,224
Q1MSJ5,18,616,659
P55201,18,447,490
Q96LA8,18,0,44
Q6P531,18,9,53
Q9HBZ2,18,32,76
H3BQB6,18,166,210
O95625,18,133,177
Q9NX52,18,0,45
Q7RTV3,18,283,328
Q9UJV9,18,0,45
Q9Y570,18,239,284
P24864,18,0,45
O60524,18,413,458
Q3T8J9,18,1807,1852
O75691,18,864,909
Q99459,18,105,151
Q96AT1,18,19,65
Q7Z2Y5,18,720,766
Q68D10,18,639,685
Q9NZ63,18,0,46
Q9NSY0,18,0,46
Q13488,18,660,706
P23497,18,832,879
Q9BRC7,18,441,488
P36776,18,216,264
Q96K83,18,0,48
Q0D2I5,18,355,403
Q8N9I0,18,91,139
Q8N9T8,18,72,120
P67936,18,0,48
P05423,18,197,246
Q14432,18,1019,1068
Q86UV5,18,873,922
Q8TDN6,18,0,49
Q8WUA2,18,361,410
Q4LE39,18,117,166
Q6IPR3,18,200,249
Q9H2G4,18,162,211
Q6PJT7,18,304,354
Q15653,18,145,196
Q6ZMT4,18,590,642
Q8NB66,18,411,463
Q15911,18,1483,1535
Q14966,18,1777,1829
O75129,18,289,341
Q9H4L7,18,199,251
Q96BP3,18,0,52
Q5KSL6,18,1218,1271
P29374,18,117,170
O75071,18,0,54
Q8WVH0,18,71,125
Q9NRR4,18,445,499
P28370,18,109,163
Q8WW38,18,0,54
Q9HC10,18,640,695
P41229,18,181,236
Q9NYF5,18,619,674
Q53HL2,18,123,178
O94827,18,74,129
Q8N3T1,18,101,157
O60264,18,105,162
Q8N819,18,9,66
Q9UIF9,18,1023,1080
Q92784,18,140,197
Q9Y496,18,370,427
A8MSY1,18,224,282
Q9NVM1,18,54,112
P19447,18,0,58
Q0ZGT2,18,142,200
Q7RTP6,18,651,710
Q9Y4D1,18,985,1044
P13535,18,1878,1937
P13533,18,1880,1939
Q6PHW0,18,24,84
Q9NYB0,18,194,254
Q9NYF8,18,860,920
P11055,18,1879,1940
Q96L42,18,683,744
Q96CK0,18,394,455
Q86U86,18,1319,1381
Q96SB4,18,0,62
P15408,18,104,166
Q92797,18,331,393
Q15542,18,379,441
H3BUI4,18,79,141
O00559,18,150,213
P35659,18,0,64
Q8N594,18,168,233
Q0ZGT2,18,465,530
P36383,18,103,168
Q96L91,18,906,971
O43379,18,758,824
Q9P2N5,18,994,1060
O43422,18,89,157
Q9UJV9,18,46,114
A6NKN8,18,0,68
Q12873,18,1331,1399
Q9UNZ2,18,53,122
Q9GZU8,18,0,69
O43395,18,70,140
Q9Y5S9,18,0,70
Q86TL2,18,224,294
Q12873,18,303,374
Q9UK59,18,472,544
P28290,18,0,72
Q9UNS1,18,1136,1208
Q9NQ66,18,465,538
Q9Y5B6,18,226,299
Q15678,18,658,732
Q9NR55,18,0,74
Q53F19,18,176,250
Q5VUB5,18,816,890
P78412,18,201,276
Q86VP3,18,175,250
Q96AT1,18,78,154
A6NKU9,18,0,76
Q9BXJ9,18,571,647
P54840,18,627,703
Q96JM7,18,146,222
Q92560,18,362,439
Q13563,18,759,837
P78426,18,289,367
Q5JV73,18,653,732
Q8N5Y2,18,91,170
Q8TDI0,18,1332,1411
Q9H116,18,236,316
Q2KHT3,18,363,443
Q14839,18,1324,1404
Q2M1P5,18,583,664
Q8IVV2,18,629,710
Q8N2M8,18,145,227
Q9BRD0,18,13,95
Q8IWI9,18,2215,2297
P23760,18,148,230
Q8WYA6,18,0,82
P11229,18,271,353
P23759,18,142,226
Q96NK8,18,0,84
Q8NEJ9,18,118,202
Q9H1I8,18,607,692
P25205,18,656,741
P98182,18,131,216
Q96HH4,18,0,85
P51532,18,1561,1647
Q8N9T8,18,407,493
Q92785,18,115,201
O95400,18,0,86
Q14678,18,974,1060
Q9ULD4,18,385,472
Q9UEW8,18,357,445
Q7Z478,18,173,261
Q86YW9,18,1717,1805
Q8TDI8,18,0,88
P51531,18,1501,1590
O75038,18,531,621
Q01668,18,760,850
Q9ULT8,18,1669,1759
Q14687,18,1034,1124
Q96NB3,18,138,228
Q9BTK6,18,122,213
Q9UQD0,18,441,532
Q495Y8,18,0,92
A6NHP3,18,0,92
P0CI01,18,0,92
P12524,18,205,297
Q8N6N3,18,88,182
P0C860,18,0,94
Q15223,18,387,484
Q5VZP5,18,349,447
Q6ZU64,18,1729,1828
Q9UMY1,18,0,99
Q9UIG0,18,1229,1328
Q86SE8,18,115,214
Q9UIF8,18,1261,1360
Q8IZ21,18,445,545
Q9UM54,18,910,1010
A6H8Y1,18,1794,1897
Q7Z4S6,18,542,645
O43290,18,400,503
Q9HB96,18,168,272
O14647,18,1024,1128
O15541,18,18,123
Q03701,18,867,972
Q9Y3T9,18,644,749
Q9HD90,18,0,105
Q6ZW49,18,179,285
Q8TBF4,18,111,217
Q6PIV2,18,64,172
Q13547,18,373,482
Q5T5P2,18,1469,1579
Q14320,18,70,180
Q8NHM5,18,391,502
Q96AJ1,18,301,413
Q9Y266,18,57,170
Q8TDD1,18,588,703
Q96KC8,18,388,503
Q9NRE2,18,0,115
Q9Y2D9,18,121,236
Q68D10,18,59,174
Q9GZR7,18,59,177
Q13188,18,297,415
O15318,18,104,223
Q15020,18,577,696
Q13562,18,0,119
Q86YN6,18,362,482
Q9Y5Q9,18,0,121
Q9ULI0,18,235,357
Q9ULX6,18,262,384
O60315,18,0,123
P50579,18,0,123
Q53T59,18,141,265
Q5VTR2,18,500,625
P35638,18,27,152
Q7L0J3,18,19,145
Q8WVC0,18,539,666
Q08945,18,427,555
Q496J9,18,0,129
Q9Y5B9,18,918,1047
Q5SSJ5,18,28,159
Q03468,18,331,462
Q5SSJ5,18,421,553
Q9NW82,18,42,176
Q9NW13,18,196,330
Q9UGP8,18,486,622
Q9Y2D5,18,183,320
Q08495,18,196,333
Q6L9W6,18,481,619
Q13442,18,0,138
Q8TDI0,18,0,138
Q9UHJ3,18,639,778
P11717,18,2352,2491
Q6ZMV5,18,692,832
Q5MIZ7,18,709,849
Q9C0C9,18,398,539
O75037,18,493,634
Q01831,18,0,141
Q96GN5,18,76,218
E7EV46,18,331,473
Q13123,18,0,142
Q96KQ7,18,274,416
Q01970,18,448,591
O75376,18,491,635
P78332,18,808,952
P20396,18,61,208
Q8N3X1,18,372,521
Q8N302,18,254,403
Q9Y618,18,480,630
Q9Y4B4,18,0,153
O60231,18,88,241
O75381,18,222,377
Q99613,18,151,307
Q5TAQ9,18,0,157
B5ME19,18,151,308
Q9Y4C8,18,139,297
Q86XP3,18,0,159
Q14839,18,0,160
Q96HY6,18,26,187
Q8IX03,18,820,981
Q9UEE9,18,0,161
Q6IN85,18,671,833
Q13206,18,696,858
O60216,18,398,561
P26583,18,45,209
P20042,18,0,165
Q9NQZ2,18,0,167
Q15059,18,414,581
Q9H9B1,18,316,483
Q15906,18,0,170
P51858,18,67,240
P49736,18,0,173
Q56P03,18,0,175
Q04323,18,38,215
Q9P013,18,0,178
Q9H4Z2,18,264,445
Q9H501,18,147,330
O00193,18,0,183
Q13367,18,639,825
Q92994,18,491,677
Q8IWZ3,18,1431,1618
Q6UX04,18,201,389
Q6ZQQ6,18,2151,2340
O60237,18,332,523
Q13111,18,245,436
Q4LE39,18,705,896
Q9Y4E1,18,418,611
Q6PL18,18,188,382
Q8NCQ7,18,166,364
Q8WWQ0,18,729,928
Q13029,18,148,348
Q7KZ85,18,0,203
Q9HCK8,18,426,629
Q8N3K9,18,0,206
P45378,18,0,206
Q9UPS8,18,487,698
Q9Y5B6,18,0,212
Q641Q2,18,196,410
Q9Y4E1,18,196,410
Q5SNT6,18,106,322
P46087,18,0,236
Q9NRL2,18,1194,1431
Q9H1E3,18,0,243
Q96T23,18,648,893
Q9UHG0,18,228,476
Q5HYW3,18,318,569
Q5JTH9,18,1039,1297
Q5SNT6,18,325,584
Q641Q2,18,413,673
O60524,18,683,944
O75475,18,86,351
Q8NE71,18,0,269
P18858,18,0,274
P55081,18,0,278
Q5H9F3,18,1103,1383
Q6Y7W6,18,206,487
Q53F19,18,328,620
O15042,18,731,1029
P35269,18,173,474
P19338,18,0,304
O94880,18,0,307
Q96JP5,18,0,308
Q8IXQ4,18,0,308
Q5VZP5,18,846,1158
Q8N4S0,18,0,319
Q9UKV3,18,146,467
O75420,18,104,434
Q02880,18,1273,1605
Q86X53,18,0,338
Q96MU7,18,0,342
Q92541,18,12,360
P11388,18,1181,1531
Q9NTI5,18,1090,1447
P10645,18,81,442
Q8NFC6,18,2675,3051
Q96T23,18,1034,1428
Q9BW71,18,31,426
Q7Z4V5,18,78,474
Q9UQ88,18,0,400
P05060,18,61,471
P21127,18,0,415
P49756,18,269,733
Q96QF7,18,0,491
P46100,18,961,1514
O60841,18,0,624
Q8WYB5,18,995,1620
Q05682,18,0,645
Q92794,18,780,1448
Q96MR6,19,1170,1200
Q9BZQ8,19,898,928
Q8IXP5,19,192,222
O94986,19,584,614
Q5VZB9,19,206,236
Q6KC79,19,1688,1718
Q7L5N7,19,514,544
Q13398,19,80,110
Q96N77,19,184,214
Q02833,19,168,198
A6NEE1,19,304,334
Q10570,19,542,572
Q9BQ31,19,121,151
Q8IZQ1,19,2400,2430
Q13033,19,308,338
Q86VM9,19,313,343
Q8IVL6,19,248,278
Q15459,19,443,473
Q13459,19,706,736
Q96BZ4,19,60,90
Q6P1M9,19,137,167
P22105,19,3575,3605
Q5UE93,19,340,370
Q96T51,19,545,575
Q8N283,19,875,905
Q9H1P3,19,318,348
Q9UMW8,19,17,47
Q9BXP5,19,570,600
O75145,19,270,300
Q6ZU80,19,255,285
Q9BWW8,19,0,30
Q8N6S4,19,0,30
Q99698,19,2201,2231
Q9NQW6,19,576,606
P0C263,19,0,30
Q8IV61,19,660,690
Q5SYB0,19,906,936
Q9NS84,19,456,486
Q92543,19,315,345
Q8N7Z5,19,0,30
Q96M02,19,106,136
Q9NSC5,19,269,299
Q5CZC0,19,6747,6777
O60939,19,185,215
Q9Y2J2,19,1057,1087
P15311,19,434,464
Q14764,19,668,698
Q86VQ0,19,407,437
A7E2Y1,19,1639,1669
Q96BD8,19,102,132
Q3V6T2,19,1007,1037
P02545,19,313,343
P19087,19,0,30
O94761,19,1104,1134
Q5SR56,19,0,30
Q9NWM3,19,356,386
Q96FC9,19,160,190
O75923,19,1991,2021
Q6ZN30,19,42,72
Q569K6,19,464,494
Q96R06,19,266,296
Q6B0B8,19,399,429
Q9NTI7,19,172,202
Q16670,19,156,186
P07951,19,114,144
Q86YS3,19,382,412
Q15413,19,1758,1788
P56178,19,107,138
B4DJY2,19,0,31
Q96JM2,19,2438,2469
A6NK97,19,524,555
Q96A19,19,469,500
Q16670,19,198,229
Q5VV43,19,158,189
Q9BQE3,19,418,449
A6NNM8,19,445,476
P39880,19,171,202
P0C7A2,19,184,215
Q02952,19,1454,1485
Q07021,19,136,167
Q3L8U1,19,1720,1751
Q27J81,19,0,31
Q96ND0,19,241,272
Q9HC73,19,316,347
Q9Y694,19,517,548
Q9UPN4,19,537,568
Q9Y603,19,310,341
Q96JM2,19,1425,1456
P24593,19,110,141
Q9NQX5,19,260,291
Q9BWG6,19,199,230
Q16206,19,376,407
P20396,19,211,242
Q8TDY2,19,219,250
Q99676,19,105,136
Q1L5Z9,19,108,139
Q6ZMT1,19,0,31
O75940,19,121,152
B1AJZ9,19,953,984
Q08AD1,19,1125,1156
Q8NA03,19,550,581
O60516,19,69,100
O14545,19,210,241
Q96MT8,19,427,458
Q8IVF4,19,40,71
Q9Y6M9,19,131,162
Q9Y6N9,19,328,359
Q96MY7,19,185,216
A7XYQ1,19,0,31
P35749,19,1120,1151
Q8IUD2,19,346,377
Q8NFU7,19,894,925
O60303,19,359,390
Q13009,19,194,225
Q93074,19,686,717
A8MTJ3,19,0,31
O14526,19,145,176
Q9NP80,19,315,346
Q4VCS5,19,540,571
Q96IT1,19,484,515
Q14789,19,116,147
Q9BZW7,19,405,436
O43491,19,820,851
Q7Z572,19,186,217
Q86XA9,19,1640,1671
O15381,19,494,525
Q9UKX3,19,1907,1938
Q5VZR4,19,0,31
Q86W11,19,117,148
Q5VWK0,19,404,435
Q96M43,19,404,435
Q14166,19,0,31
O95613,19,567,598
Q66K14,19,968,999
Q9Y4I1,19,1166,1197
Q5TDH0,19,368,399
Q8WZ42,19,10806,10837
Q9C0C9,19,875,906
Q9BRK4,19,516,548
P08575,19,982,1014
O00124,19,67,99
Q09666,19,4272,4304
Q6ZP01,19,165,197
P58505,19,105,137
O43156,19,823,855
Q9BU70,19,256,288
Q86VZ4,19,66,98
Q9Y5K3,19,0,32
Q3B7T1,19,616,648
Q96ED9,19,475,507
Q5VZL5,19,159,191
Q53EL9,19,22,54
Q8NI35,19,644,676
P29590,19,390,422
Q8IYB4,19,47,79
P15822,19,481,513
Q9Y5Y9,19,23,55
Q2KHN1,19,213,245
B7ZBB8,19,264,296
Q49A92,19,333,365
Q5JQC9,19,651,683
Q96EN9,19,0,32
Q13136,19,422,454
O75460,19,406,438
P19793,19,200,232
Q96NZ1,19,298,330
Q5T4I8,19,75,107
Q2VPB7,19,229,261
Q96JS3,19,267,299
Q86X95,19,68,100
Q96JM4,19,174,206
P12883,19,1903,1935
Q99972,19,105,137
Q96G01,19,372,404
Q6AWC2,19,871,903
Q9ULJ3,19,874,906
Q8N1W2,19,114,146
Q14789,19,940,972
Q9P2M7,19,498,530
Q9H0K4,19,269,301
G3V599,19,395,427
Q92736,19,4334,4366
Q5SWA1,19,367,399
P51784,19,63,95
Q15111,19,1063,1095
Q8N895,19,199,231
Q14980,19,738,770
Q99426,19,130,162
Q5W0A0,19,173,205
Q99592,19,317,349
Q96GE4,19,498,530
Q86VW2,19,125,157
P08238,19,692,724
Q9NYA3,19,328,360
Q569K6,19,357,389
Q9UKX2,19,1826,1858
Q8NEV4,19,1570,1602
P06753,19,110,142
Q5JPE7,19,709,741
P69849,19,709,741
Q15155,19,709,741
Q13137,19,271,304
Q5VTR2,19,123,156
Q1MSJ5,19,431,464
Q13474,19,806,839
Q9ULE0,19,793,826
O60271,19,719,752
A4FU69,19,717,750
Q9BWV3,19,51,84
P23508,19,669,702
Q00LT1,19,21,54
Q96N96,19,206,239
Q9HCG7,19,31,64
Q6WKZ4,19,963,996
O95907,19,440,473
Q2M1P5,19,834,867
Q9UNT1,19,195,228
Q8NCL4,19,101,134
Q8IXH7,19,12,45
Q9H0E9,19,446,479
Q96NA2,19,113,146
O75146,19,579,612
Q9H981,19,0,33
Q8IWU4,19,29,62
Q8IWB6,19,1143,1176
Q96RT1,19,459,492
Q9UBK7,19,195,228
P35749,19,1697,1730
Q99466,19,1342,1375
P51160,19,825,858
P19387,19,194,227
P35542,19,97,130
Q6P9H5,19,248,281
Q96KC9,19,271,304
Q9NTJ3,19,463,496
P60323,19,20,53
P06730,19,0,33
Q15555,19,294,327
O43823,19,541,574
P22105,19,2771,2804
Q13045,19,945,978
Q8NEY4,19,289,322
Q96BH1,19,216,249
Q6QNY1,19,0,33
Q8TCT9,19,344,377
Q9BXB4,19,685,718
Q9Y5U5,19,208,241
Q9UNP9,19,106,139
P49257,19,265,298
Q53FP2,19,133,167
Q9NWH9,19,672,706
Q9NQX4,19,1238,1272
Q9HCU4,19,2208,2242
Q9BXA9,19,785,819
P06850,19,125,159
P13611,19,2102,2136
P35749,19,1574,1608
Q8N8V4,19,297,331
P62256,19,149,183
P12645,19,22,56
Q9H0L4,19,93,127
Q86UC2,19,351,385
Q9NQY0,19,219,253
O60610,19,505,539
Q9BYV2,19,324,358
Q8N8U3,19,391,425
Q5VUA4,19,872,906
Q7L8S5,19,78,112
Q8IVM7,19,0,34
Q8NI17,19,652,686
Q96GA3,19,20,54
Q9BV68,19,37,71
Q96NT0,19,88,122
O95714,19,1926,1960
Q96PC5,19,395,429
P58872,19,0,34
Q9P2M7,19,873,907
Q13838,19,0,34
Q00341,19,910,944
Q96L93,19,1028,1062
Q6UXT9,19,30,64
P48065,19,0,34
Q15084,19,406,440
Q14696,19,61,95
Q567U6,19,212,246
Q9H336,19,249,283
Q9H6Y2,19,0,34
P46939,19,1792,1826
O94830,19,606,640
P55081,19,285,319
Q8IYY4,19,344,378
Q9NSD4,19,147,181
Q9BSG1,19,80,114
P25786,19,229,263
Q9BQS8,19,581,615
Q58FF7,19,563,597
P35749,19,850,884
P14314,19,177,211
Q9Y6F1,19,0,35
P23246,19,450,485
Q9Y247,19,129,164
O75170,19,402,437
Q01484,19,1453,1488
Q96N16,19,446,481
P49754,19,0,35
Q8IY84,19,21,56
A6NL05,19,69,104
Q9UII2,19,24,59
Q9H0X9,19,657,692
O14776,19,861,896
P34972,19,325,360
Q6X4T0,19,0,35
A8MQB3,19,138,173
Q9Y3F4,19,315,350
Q9HBV2,19,36,71
Q8N3K9,19,2591,2626
Q09666,19,1210,1245
Q14789,19,1690,1725
O96018,19,230,265
P0C7H9,19,378,413
A6NCW7,19,378,413
P0C7I0,19,378,413
P32519,19,561,596
Q8N7F7,19,139,174
P08922,19,2282,2317
Q9NVI7,19,196,231
Q8WX94,19,91,126
Q5BKX8,19,306,341
A6NNL0,19,525,560
Q9UHF7,19,752,787
P07900,19,697,732
Q6P2H3,19,537,572
P35580,19,1651,1686
Q07820,19,106,141
H3BPF8,19,340,375
Q9UQE7,19,235,270
Q53EV4,19,308,343
Q5RHP9,19,766,801
Q16543,19,343,378
Q14789,19,1015,1050
P52824,19,265,301
O94851,19,1060,1096
Q8NDI1,19,1195,1231
Q8N3D4,19,691,727
Q69YN4,19,573,609
Q16281,19,658,694
Q86V48,19,1040,1076
Q3L8U1,19,1454,1490
Q06330,19,0,36
Q8N1W1,19,283,319
Q6ZP68,19,30,66
Q8N2N9,19,722,758
Q5QP74,19,58,94
Q96IZ7,19,192,228
Q9P2K2,19,756,792
Q5VZV4,19,57,93
P26010,19,92,128
Q9BXY8,19,0,36
Q9UHF4,19,449,485
P05060,19,618,654
Q7Z3B3,19,394,430
Q8WUA2,19,163,199
Q96P50,19,622,658
P10827,19,454,490
Q3ZCQ2,19,77,113
Q9UHB6,19,462,498
Q9UPP5,19,977,1013
O15049,19,332,368
O95772,19,198,234
Q5VZ18,19,201,237
Q2TAZ0,19,759,795
Q58FG1,19,382,418
Q9BWV3,19,478,514
Q5TZA2,19,1350,1386
Q86YS3,19,430,466
Q8IWB9,19,784,820
Q4VC44,19,0,36
A6NC98,19,753,789
Q9NPI1,19,477,513
Q9UBT2,19,201,237
P36575,19,352,388
O43272,19,149,185
Q5T9S5,19,819,855
Q6ZRS2,19,2265,2301
Q3B820,19,511,547
Q8NBI5,19,228,264
Q5CZC0,19,265,301
Q10570,19,401,438
Q9HCU5,19,97,134
Q9Y3C0,19,157,194
Q96KR7,19,438,475
Q53SF7,19,485,522
Q14966,19,1941,1978
P18509,19,33,70
P48544,19,382,419
Q5BKX6,19,256,293
Q96Q89,19,1243,1280
Q8IZD0,19,380,417
Q99250,19,24,61
Q9BUF7,19,83,120
Q9BZV2,19,203,240
Q9Y6N9,19,394,431
Q8NCU4,19,170,207
P06727,19,359,396
P49146,19,0,37
Q7LG56,19,0,37
Q9UHI5,19,498,535
P78345,19,215,252
P12271,19,27,64
Q12934,19,404,441
Q4VXF1,19,67,104
P23276,19,0,37
Q9H2G2,19,504,541
Q9H972,19,97,134
Q2M389,19,1136,1173
A7E2Y1,19,1831,1868
Q9H098,19,94,131
Q9UJ04,19,163,200
Q9BRU2,19,0,37
Q92614,19,1445,1482
O76031,19,596,633
Q15149,19,2473,2510
A8MT33,19,205,242
Q6ZMB0,19,33,70
P35240,19,317,354
P22105,19,2974,3011
Q02818,19,189,226
B1AL46,19,523,560
P13533,19,1823,1860
Q7Z5J4,19,1783,1820
Q9Y2G8,19,560,597
P28370,19,818,855
Q9HCE6,19,1130,1167
Q96M32,19,609,646
Q9UJC3,19,478,515
Q9HCJ6,19,0,37
A6NEY3,19,186,223
P48378,19,685,723
Q15154,19,1986,2024
Q0VF96,19,804,842
Q9HBT8,19,0,38
Q14643,19,1703,1741
Q09666,19,2000,2038
Q5VTH9,19,428,466
Q9ULV0,19,1158,1196
Q86Y13,19,0,38
Q9NX65,19,448,486
Q14573,19,1128,1166
Q6N021,19,1925,1963
Q96LP6,19,123,161
Q32P28,19,698,736
Q2KHM9,19,846,884
Q9ULE4,19,157,195
P61925,19,38,76
P11137,19,236,274
Q13561,19,0,38
Q9BVP2,19,69,107
Q5VZ89,19,874,912
P12872,19,37,75
J3QR89,19,16,54
Q14435,19,108,146
P46939,19,2628,2666
Q7Z6Z7,19,1288,1326
P11388,19,1087,1125
O43765,19,64,102
Q9NQ38,19,814,852
Q7Z388,19,0,38
Q92806,19,355,393
Q12912,19,432,470
Q8N427,19,228,266
Q16533,19,222,260
Q9NXN4,19,236,274
Q6NZI2,19,167,205
Q86UK5,19,782,820
Q8IX01,19,545,583
Q8N0Z2,19,173,211
O75843,19,584,622
Q5TAP6,19,319,357
Q96DX7,19,306,344
Q9HCJ1,19,454,492
O94964,19,886,925
Q14789,19,2104,2143
Q86T75,19,109,148
Q96JH7,19,1183,1222
Q8IZJ3,19,1511,1550
A6NCW0,19,378,417
Q9UBC2,19,415,454
Q96RU3,19,396,435
O15049,19,428,467
Q9UHX1,19,406,445
P28698,19,0,39
Q9H2J7,19,22,61
Q96PC5,19,177,216
G3V599,19,177,216
Q5ZPR3,19,495,534
Q8N9Y4,19,167,206
Q9BYX2,19,0,39
Q9UL45,19,133,172
Q5VZR2,19,385,424
Q9H0E9,19,1031,1070
P23246,19,497,536
O76070,19,88,127
P42701,19,623,662
O95613,19,1391,1430
Q96HJ3,19,185,224
Q8NI51,19,19,58
Q5VTD9,19,60,100
P51687,19,162,202
Q8NI60,19,165,205
Q8WZ42,19,10117,10157
Q86SP6,19,691,731
Q9NVT9,19,226,266
Q9HBH7,19,0,40
Q9BXW6,19,876,916
Q0VF96,19,1218,1258
Q86UW6,19,94,134
Q09666,19,2329,2369
O94818,19,497,537
O94913,19,1515,1555
Q9NRP7,19,364,404
Q9NZN4,19,406,446
Q08050,19,194,234
Q9H501,19,790,830
Q96K21,19,374,414
Q96EA4,19,541,581
Q08AM6,19,333,373
Q9Y6X9,19,528,568
Q9H5N1,19,376,416
Q8TDB6,19,193,233
Q6P2H3,19,583,623
Q9NX14,19,39,79
Q8N807,19,521,561
Q96D09,19,516,556
P52565,19,0,40
P35580,19,1692,1732
Q96BP3,19,453,493
Q8IVF7,19,928,968
Q96CV9,19,258,298
Q8IZT9,19,126,166
Q5TG30,19,30,70
Q92817,19,888,928
P0DJJ0,19,177,217
O14737,19,0,40
P13378,19,250,290
Q9ULW3,19,0,40
Q96GE4,19,114,154
Q9Y623,19,1148,1188
P43487,19,161,201
Q92736,19,1852,1892
O95995,19,255,295
A1A4V9,19,234,274
Q7Z406,19,1589,1630
O75334,19,226,267
Q8N831,19,157,198
Q86WJ1,19,551,592
P98171,19,181,222
P29083,19,284,325
Q3BBV1,19,380,421
P48051,19,382,423
O95714,19,49,90
Q9UPP1,19,676,717
Q9HAW0,19,311,352
Q96JB3,19,457,498
Q92576,19,1356,1397
Q92786,19,309,350
C9JLJ4,19,378,419
Q15746,19,1410,1451
O15078,19,130,171
F8WFD2,19,131,172
E9PIF3,19,150,191
Q86SE5,19,245,286
P22105,19,3185,3226
Q2M3M2,19,575,616
Q8IV77,19,534,575
P48380,19,660,701
P05060,19,474,515
Q5SNT6,19,0,41
Q8TBB5,19,479,520
Q9BVJ6,19,321,362
P13611,19,2877,2918
Q4G0P3,19,2272,2313
Q5T3U5,19,822,863
Q8WZ42,19,32129,32170
O14686,19,4817,4858
Q6NWY9,19,324,365
Q02790,19,418,459
Q9BV73,19,816,857
Q6PIS1,19,569,610
O94885,19,0,41
Q3V6T2,19,813,854
P82094,19,671,712
P35241,19,302,343
Q9HCE3,19,1113,1154
Q53QV2,19,64,105
Q13451,19,416,457
Q5VVM6,19,0,41
Q8N7Z2,19,314,355
O14645,19,195,236
Q6P3W6,19,379,421
Q86XP1,19,577,619
Q9NWM0,19,267,309
Q567U6,19,413,455
Q14789,19,1194,1236
O94876,19,0,42
Q76FK4,19,1066,1108
O15050,19,705,747
Q15596,19,0,42
Q09666,19,1665,1707
P17481,19,201,243
P0C7V8,19,589,631
Q2M2E3,19,0,42
O14771,19,0,42
Q0VFZ6,19,199,241
Q12872,19,150,192
P25963,19,0,42
O75969,19,606,648
Q9UKV0,19,100,142
Q9BXJ1,19,29,71
H0YHG0,19,357,399
Q9Y4W6,19,755,797
Q9UPV0,19,833,875
P15311,19,300,342
Q5THK1,19,1328,1371
Q96IT1,19,0,43
O75420,19,684,727
P11055,19,1256,1299
Q14515,19,384,427
Q5VW32,19,368,411
Q9UBU3,19,27,70
O15379,19,385,428
P22105,19,2445,2488
Q9NRI5,19,216,259
Q9UPX6,19,742,785
Q9P2P6,19,2250,2293
Q12905,19,347,390
A7E2S9,19,215,258
Q6ZN54,19,73,116
Q9Y3R5,19,647,690
O15015,19,520,563
Q7RTM1,19,484,527
P36508,19,360,403
Q9BRR8,19,0,43
Q6TDU7,19,293,336
Q5TZF3,19,16,59
Q92575,19,202,245
Q12906,19,44,87
Q86WG3,19,328,371
Q5T9A4,19,146,189
Q9UPW6,19,690,733
Q7Z5B4,19,256,299
A6NCI8,19,850,893
Q7Z6Z7,19,1377,1420
Q8IWB9,19,645,688
Q9H169,19,146,189
D6RB28,19,176,219
Q96C34,19,138,181
Q1ED39,19,317,361
Q9UHQ7,19,0,44
O95382,19,1118,1162
P63313,19,0,44
Q9BXX3,19,441,485
P48681,19,828,872
P62328,19,0,44
Q9UHF4,19,491,535
Q14524,19,26,70
Q9BXB4,19,306,350
Q8IZY2,19,2102,2146
Q3KNV8,19,110,154
P26842,19,216,260
Q5T4T6,19,406,450
O14604,19,0,44
Q15147,19,475,519
Q6NSJ2,19,235,279
O14990,19,158,202
P37840,19,96,140
Q8WY36,19,320,364
Q6ZSB9,19,319,363
Q7Z5L2,19,748,792
P0CG33,19,368,412
Q8NDX5,19,592,636
Q9Y6X9,19,834,878
Q0VF96,19,632,676
Q8TDB4,19,68,112
Q13402,19,878,922
Q14980,19,915,959
P54274,19,0,44
P09493,19,0,44
Q8N6H7,19,379,423
P26038,19,300,344
Q8N998,19,0,44
Q14028,19,580,624
Q7Z3K3,19,1355,1400
Q9BXX2,19,262,307
Q8WYR4,19,0,45
H7BZ55,19,533,578
Q8IY67,19,0,45
Q8IYB0,19,151,196
Q9UKN8,19,0,45
Q16280,19,80,125
Q9Y4B5,19,591,636
Q9UNS1,19,1089,1134
Q5JTD0,19,0,45
Q9UL16,19,375,420
A6NDK9,19,364,409
Q0ZGT2,19,383,428
Q9BV73,19,1267,1312
Q6NXS1,19,105,150
O14562,19,167,212
Q5VT03,19,449,494
Q8IVF1,19,521,566
Q92508,19,1456,1501
Q9UBX2,19,379,424
